Year,State,State ANSI,County,County ANSI,Commodity,Value
2021,ILLINOIS,17,CLINTON,27,SOYBEANS,62.700000000000003
2021,ILLINOIS,17,JACKSON,77,SOYBEANS,48.799999999999997
2021,ILLINOIS,17,JOHNSON,87,SOYBEANS,43.299999999999997
2021,ILLINOIS,17,MONROE,133,SOYBEANS,55.399999999999999
2021,ILLINOIS,17,PERRY,145,SOYBEANS,52.200000000000003
2021,ILLINOIS,17,PULASKI,153,SOYBEANS,56.100000000000001
2021,ILLINOIS,17,RANDOLPH,157,SOYBEANS,54.299999999999997
2021,ILLINOIS,17,ST CLAIR,163,SOYBEANS,58.600000000000001
2021,ILLINOIS,17,UNION,181,SOYBEANS,43.600000000000001
2021,ILLINOIS,17,WASHINGTON,189,SOYBEANS,57.799999999999997
2021,ILLINOIS,17,BROWN,9,SOYBEANS,58.299999999999997
2021,ILLINOIS,17,FULTON,57,SOYBEANS,64.400000000000006
2021,ILLINOIS,17,HANCOCK,67,SOYBEANS,66.5
2021,ILLINOIS,17,HENDERSON,71,SOYBEANS,65.5
2021,ILLINOIS,17,KNOX,95,SOYBEANS,67.400000000000006
2021,ILLINOIS,17,SCHUYLER,169,SOYBEANS,61.700000000000003
2021,ILLINOIS,17,BOND,5,SOYBEANS,64.5
2021,ILLINOIS,17,CASS,17,SOYBEANS,67.400000000000006
2021,ILLINOIS,17,CHRISTIAN,21,SOYBEANS,69.799999999999997
2021,ILLINOIS,17,MACOUPIN,117,SOYBEANS,69.799999999999997
2021,ILLINOIS,17,MADISON,119,SOYBEANS,60.399999999999999
2021,ILLINOIS,17,SANGAMON,167,SOYBEANS,70.900000000000006
2021,ILLINOIS,17,SCOTT,171,SOYBEANS,63.899999999999999
2021,INDIANA,18,BOONE,11,SOYBEANS,62.100000000000001
2021,INDIANA,18,CLINTON,23,SOYBEANS,61
2021,INDIANA,18,DECATUR,31,SOYBEANS,61.100000000000001
2021,INDIANA,18,GRANT,53,SOYBEANS,61.5
2021,INDIANA,18,HAMILTON,57,SOYBEANS,61
2021,INDIANA,18,HANCOCK,59,SOYBEANS,57.100000000000001
2021,INDIANA,18,HENDRICKS,63,SOYBEANS,61.700000000000003
2021,INDIANA,18,HOWARD,67,SOYBEANS,65.900000000000006
2021,INDIANA,18,JOHNSON,81,SOYBEANS,57.5
2021,INDIANA,18,MADISON,95,SOYBEANS,64.900000000000006
2021,INDIANA,18,MARION,97,SOYBEANS,46.600000000000001
2021,INDIANA,18,MORGAN,109,SOYBEANS,59.5
2021,INDIANA,18,RUSH,139,SOYBEANS,59.899999999999999
2021,INDIANA,18,SHELBY,145,SOYBEANS,56.299999999999997
2021,INDIANA,18,TIPTON,159,SOYBEANS,68.599999999999994
2021,INDIANA,18,BLACKFORD,9,SOYBEANS,61.899999999999999
2021,INDIANA,18,DELAWARE,35,SOYBEANS,60.299999999999997
2021,INDIANA,18,FAYETTE,41,SOYBEANS,57.5
2021,INDIANA,18,HENRY,65,SOYBEANS,60.899999999999999
2021,INDIANA,18,RANDOLPH,135,SOYBEANS,61.700000000000003
2021,INDIANA,18,UNION,161,SOYBEANS,60.100000000000001
2021,INDIANA,18,WAYNE,177,SOYBEANS,59.899999999999999
2021,INDIANA,18,ELKHART,39,SOYBEANS,57.5
2021,INDIANA,18,FULTON,49,SOYBEANS,55.899999999999999
2021,INDIANA,18,KOSCIUSKO,85,SOYBEANS,56.299999999999997
2021,INDIANA,18,MARSHALL,99,SOYBEANS,57.299999999999997
2021,INDIANA,18,ST. JOSEPH,141,SOYBEANS,55
2021,INDIANA,18,WABASH,169,SOYBEANS,55.200000000000003
2021,INDIANA,18,ALLEN,3,SOYBEANS,59
2021,INDIANA,18,DE KALB,33,SOYBEANS,55.200000000000003
2021,INDIANA,18,HUNTINGTON,69,SOYBEANS,62.100000000000001
2021,INDIANA,18,LAGRANGE,87,SOYBEANS,58
2021,INDIANA,18,NOBLE,113,SOYBEANS,56.5
2021,INDIANA,18,STEUBEN,151,SOYBEANS,55.399999999999999
2021,INDIANA,18,WELLS,179,SOYBEANS,65.400000000000006
2021,INDIANA,18,WHITLEY,183,SOYBEANS,61.100000000000001
2021,INDIANA,18,BENTON,7,SOYBEANS,60
2021,INDIANA,18,JASPER,73,SOYBEANS,57.799999999999997
2021,INDIANA,18,LA PORTE,91,SOYBEANS,54.600000000000001
2021,INDIANA,18,NEWTON,111,SOYBEANS,54.899999999999999
2021,INDIANA,18,PORTER,127,SOYBEANS,60
2021,INDIANA,18,BROWN,13,SOYBEANS,53.899999999999999
2021,INDIANA,18,HARRISON,61,SOYBEANS,54.5
2021,INDIANA,18,LAWRENCE,93,SOYBEANS,51.600000000000001
2021,INDIANA,18,MONROE,105,SOYBEANS,48.600000000000001
2021,INDIANA,18,ORANGE,117,SOYBEANS,64.599999999999994
2021,INDIANA,18,CLARK,19,SOYBEANS,50.200000000000003
2021,INDIANA,18,DEARBORN,29,SOYBEANS,47.100000000000001
2021,INDIANA,18,FRANKLIN,47,SOYBEANS,53.100000000000001
2021,INDIANA,18,JEFFERSON,77,SOYBEANS,49.399999999999999
2021,INDIANA,18,JENNINGS,79,SOYBEANS,52.5
2021,INDIANA,18,OHIO,115,SOYBEANS,41.899999999999999
2021,INDIANA,18,RIPLEY,137,SOYBEANS,51.899999999999999
2021,INDIANA,18,SCOTT,143,SOYBEANS,48.700000000000003
2021,INDIANA,18,SWITZERLAND,155,SOYBEANS,48.600000000000001
2021,INDIANA,18,DAVIESS,27,SOYBEANS,67.700000000000003
2021,INDIANA,18,DUBOIS,37,SOYBEANS,63.100000000000001
2021,INDIANA,18,GIBSON,51,SOYBEANS,64.200000000000003
2021,INDIANA,18,GREENE,55,SOYBEANS,60.899999999999999
2021,INDIANA,18,KNOX,83,SOYBEANS,66.599999999999994
2021,INDIANA,18,MARTIN,101,SOYBEANS,64.400000000000006
2021,INDIANA,18,SPENCER,147,SOYBEANS,59.5
2021,INDIANA,18,SULLIVAN,153,SOYBEANS,61.399999999999999
2021,INDIANA,18,VANDERBURGH,163,SOYBEANS,72.599999999999994
2021,INDIANA,18,CLAY,21,SOYBEANS,58.200000000000003
2021,INDIANA,18,MONTGOMERY,107,SOYBEANS,64.400000000000006
2021,INDIANA,18,OWEN,119,SOYBEANS,55
2021,INDIANA,18,PARKE,121,SOYBEANS,58.399999999999999
2021,INDIANA,18,PUTNAM,133,SOYBEANS,58.299999999999997
2021,INDIANA,18,TIPPECANOE,157,SOYBEANS,58.299999999999997
2021,INDIANA,18,VERMILLION,165,SOYBEANS,63.799999999999997
2021,INDIANA,18,VIGO,167,SOYBEANS,58
2021,INDIANA,18,WARREN,171,SOYBEANS,62.899999999999999
2021,IOWA,19,BOONE,15,SOYBEANS,63.299999999999997
2021,IOWA,19,DALLAS,49,SOYBEANS,62.399999999999999
2021,IOWA,19,GRUNDY,75,SOYBEANS,65.400000000000006
2021,IOWA,19,HAMILTON,79,SOYBEANS,61.100000000000001
2021,IOWA,19,HARDIN,83,SOYBEANS,64
2021,IOWA,19,JASPER,99,SOYBEANS,66.299999999999997
2021,IOWA,19,MARSHALL,127,SOYBEANS,66.099999999999994
2021,IOWA,19,POLK,153,SOYBEANS,63.600000000000001
2021,IOWA,19,STORY,169,SOYBEANS,62.600000000000001
2021,IOWA,19,TAMA,171,SOYBEANS,65.299999999999997
2021,IOWA,19,WEBSTER,187,SOYBEANS,63.600000000000001
2021,IOWA,19,BENTON,11,SOYBEANS,66.200000000000003
2021,IOWA,19,CEDAR,31,SOYBEANS,64.400000000000006
2021,IOWA,19,CLINTON,45,SOYBEANS,62.799999999999997
2021,IOWA,19,JONES,105,SOYBEANS,63.399999999999999
2021,IOWA,19,MUSCATINE,139,SOYBEANS,61.600000000000001
2021,IOWA,19,SCOTT,163,SOYBEANS,67.299999999999997
2021,IOWA,19,BUTLER,23,SOYBEANS,59.700000000000003
2021,IOWA,19,CERRO GORDO,33,SOYBEANS,59.899999999999999
2021,IOWA,19,FRANKLIN,69,SOYBEANS,58.700000000000003
2021,IOWA,19,HANCOCK,81,SOYBEANS,62.600000000000001
2021,IOWA,19,HUMBOLDT,91,SOYBEANS,61.399999999999999
2021,IOWA,19,KOSSUTH,109,SOYBEANS,59.600000000000001
2021,IOWA,19,MITCHELL,131,SOYBEANS,61.5
2021,IOWA,19,WINNEBAGO,189,SOYBEANS,60.600000000000001
2021,IOWA,19,WORTH,195,SOYBEANS,59.200000000000003
2021,IOWA,19,WRIGHT,197,SOYBEANS,60
2021,IOWA,19,ALLAMAKEE,5,SOYBEANS,61
2021,IOWA,19,BLACK HAWK,13,SOYBEANS,59.200000000000003
2021,IOWA,19,BREMER,17,SOYBEANS,61.299999999999997
2021,IOWA,19,BUCHANAN,19,SOYBEANS,62.700000000000003
2021,IOWA,19,DELAWARE,55,SOYBEANS,65.799999999999997
2021,IOWA,19,DUBUQUE,61,SOYBEANS,69.599999999999994
2021,IOWA,19,FAYETTE,65,SOYBEANS,63.5
2021,IOWA,19,HOWARD,89,SOYBEANS,59.299999999999997
2021,IOWA,19,WINNESHIEK,191,SOYBEANS,60.899999999999999
2021,IOWA,19,BUENA VISTA,21,SOYBEANS,62.700000000000003
2021,IOWA,19,CLAY,41,SOYBEANS,61.299999999999997
2021,IOWA,19,DICKINSON,59,SOYBEANS,56
2021,IOWA,19,EMMET,63,SOYBEANS,58.299999999999997
2021,IOWA,19,LYON,119,SOYBEANS,62
2021,IOWA,19,O BRIEN,141,SOYBEANS,65.299999999999997
2021,IOWA,19,OSCEOLA,143,SOYBEANS,61.899999999999999
2021,IOWA,19,PALO ALTO,147,SOYBEANS,60.299999999999997
2021,IOWA,19,POCAHONTAS,151,SOYBEANS,63.899999999999999
2021,IOWA,19,SIOUX,167,SOYBEANS,69.599999999999994
2021,IOWA,19,APPANOOSE,7,SOYBEANS,56.700000000000003
2021,IOWA,19,CLARKE,39,SOYBEANS,56.799999999999997
2021,IOWA,19,DECATUR,53,SOYBEANS,56.100000000000001
2021,IOWA,19,LUCAS,117,SOYBEANS,53
2021,IOWA,19,MADISON,121,SOYBEANS,57.799999999999997
2021,IOWA,19,MARION,125,SOYBEANS,59.799999999999997
2021,IOWA,19,MONROE,135,SOYBEANS,58.5
2021,IOWA,19,RINGGOLD,159,SOYBEANS,53
2021,IOWA,19,UNION,175,SOYBEANS,61
2021,IOWA,19,WAYNE,185,SOYBEANS,56.100000000000001
2021,IOWA,19,DAVIS,51,SOYBEANS,55.5
2021,IOWA,19,HENRY,87,SOYBEANS,57.100000000000001
2021,IOWA,19,JEFFERSON,101,SOYBEANS,53.899999999999999
2021,IOWA,19,LEE,111,SOYBEANS,58.600000000000001
2021,IOWA,19,MAHASKA,123,SOYBEANS,61
2021,IOWA,19,VAN BUREN,177,SOYBEANS,51.899999999999999
2021,IOWA,19,WAPELLO,179,SOYBEANS,57.700000000000003
2021,IOWA,19,CASS,29,SOYBEANS,62.299999999999997
2021,IOWA,19,FREMONT,71,SOYBEANS,62.200000000000003
2021,IOWA,19,MONTGOMERY,137,SOYBEANS,62.200000000000003
2021,IOWA,19,PAGE,145,SOYBEANS,61.5
2021,IOWA,19,POTTAWATTAMIE,155,SOYBEANS,63.5
2021,IOWA,19,TAYLOR,173,SOYBEANS,60.299999999999997
2021,IOWA,19,AUDUBON,9,SOYBEANS,66.400000000000006
2021,IOWA,19,CALHOUN,25,SOYBEANS,62.399999999999999
2021,IOWA,19,CARROLL,27,SOYBEANS,64.299999999999997
2021,IOWA,19,CRAWFORD,47,SOYBEANS,62.399999999999999
2021,IOWA,19,GREENE,73,SOYBEANS,63.100000000000001
2021,IOWA,19,IDA,93,SOYBEANS,64.599999999999994
2021,IOWA,19,MONONA,133,SOYBEANS,60.700000000000003
2021,MINNESOTA,27,BENTON,9,SOYBEANS,34.799999999999997
2021,MINNESOTA,27,CARVER,19,SOYBEANS,57.600000000000001
2021,MINNESOTA,27,MCLEOD,85,SOYBEANS,53.100000000000001
2021,MINNESOTA,27,MEEKER,93,SOYBEANS,45.200000000000003
2021,MINNESOTA,27,MORRISON,97,SOYBEANS,30.800000000000001
2021,MINNESOTA,27,RENVILLE,129,SOYBEANS,52.200000000000003
2021,MINNESOTA,27,SCOTT,139,SOYBEANS,62.5
2021,MINNESOTA,27,SHERBURNE,141,SOYBEANS,33.899999999999999
2021,MINNESOTA,27,SIBLEY,143,SOYBEANS,60.299999999999997
2021,MINNESOTA,27,TODD,153,SOYBEANS,36.799999999999997
2021,MINNESOTA,27,WADENA,159,SOYBEANS,35.899999999999999
2021,MINNESOTA,27,WRIGHT,171,SOYBEANS,46.100000000000001
2021,MINNESOTA,27,ANOKA,3,SOYBEANS,34.399999999999999
2021,MINNESOTA,27,CHISAGO,25,SOYBEANS,42.700000000000003
2021,MINNESOTA,27,CROW WING,35,SOYBEANS,20.600000000000001
2021,MINNESOTA,27,HENNEPIN,53,SOYBEANS,51.299999999999997
2021,MINNESOTA,27,ISANTI,59,SOYBEANS,36.5
2021,MINNESOTA,27,KANABEC,65,SOYBEANS,25.5
2021,MINNESOTA,27,MILLE LACS,95,SOYBEANS,37.799999999999997
2021,MINNESOTA,27,PINE,115,SOYBEANS,41.200000000000003
2021,MINNESOTA,27,WASHINGTON,163,SOYBEANS,51.100000000000001
2021,MINNESOTA,27,BELTRAMI,7,SOYBEANS,26
2021,MINNESOTA,27,CASS,21,SOYBEANS,39.200000000000003
2021,MINNESOTA,27,ITASCA,61,SOYBEANS,37.299999999999997
2021,MINNESOTA,27,LAKE OF THE WOODS,77,SOYBEANS,28.800000000000001
2021,MINNESOTA,27,BECKER,5,SOYBEANS,38.100000000000001
2021,MINNESOTA,27,CLAY,27,SOYBEANS,42.399999999999999
2021,MINNESOTA,27,CLEARWATER,29,SOYBEANS,24.300000000000001
2021,MINNESOTA,27,KITTSON,69,SOYBEANS,23.5
2021,MINNESOTA,27,MARSHALL,89,SOYBEANS,29.699999999999999
2021,MINNESOTA,27,NORMAN,107,SOYBEANS,24.300000000000001
2021,MINNESOTA,27,PENNINGTON,113,SOYBEANS,19.800000000000001
2021,MINNESOTA,27,POLK,119,SOYBEANS,24.100000000000001
2021,MINNESOTA,27,RED LAKE,125,SOYBEANS,18.399999999999999
2021,MINNESOTA,27,ROSEAU,135,SOYBEANS,23.600000000000001
2021,MINNESOTA,27,BLUE EARTH,13,SOYBEANS,61.899999999999999
2021,MINNESOTA,27,BROWN,15,SOYBEANS,59.799999999999997
2021,MINNESOTA,27,FARIBAULT,43,SOYBEANS,60.5
2021,MINNESOTA,27,FREEBORN,47,SOYBEANS,60.399999999999999
2021,MINNESOTA,27,LE SUEUR,79,SOYBEANS,62
2021,MINNESOTA,27,MARTIN,91,SOYBEANS,60
2021,MINNESOTA,27,NICOLLET,103,SOYBEANS,63
2021,MINNESOTA,27,RICE,131,SOYBEANS,57.299999999999997
2021,MINNESOTA,27,STEELE,147,SOYBEANS,61.899999999999999
2021,MINNESOTA,27,WASECA,161,SOYBEANS,67.400000000000006
2021,MINNESOTA,27,WATONWAN,165,SOYBEANS,62.700000000000003
2021,MINNESOTA,27,DAKOTA,37,SOYBEANS,54.799999999999997
2021,MINNESOTA,27,DODGE,39,SOYBEANS,60.100000000000001
2021,MINNESOTA,27,FILLMORE,45,SOYBEANS,62.100000000000001
2021,MINNESOTA,27,HOUSTON,55,SOYBEANS,57.399999999999999
2021,MINNESOTA,27,WABASHA,157,SOYBEANS,62.5
2021,MINNESOTA,27,WINONA,169,SOYBEANS,62.399999999999999
2021,MINNESOTA,27,COTTONWOOD,33,SOYBEANS,56.200000000000003
2021,MINNESOTA,27,JACKSON,63,SOYBEANS,57.799999999999997
2021,MINNESOTA,27,LINCOLN,81,SOYBEANS,46
2021,MINNESOTA,27,LYON,83,SOYBEANS,45.100000000000001
2021,MINNESOTA,27,MURRAY,101,SOYBEANS,56.299999999999997
2021,MINNESOTA,27,NOBLES,105,SOYBEANS,63.299999999999997
2021,MINNESOTA,27,PIPESTONE,117,SOYBEANS,49.399999999999999
2021,MINNESOTA,27,REDWOOD,127,SOYBEANS,52.200000000000003
2021,MINNESOTA,27,ROCK,133,SOYBEANS,61.5
2021,MINNESOTA,27,BIG STONE,11,SOYBEANS,49.600000000000001
2021,MINNESOTA,27,CHIPPEWA,23,SOYBEANS,52.600000000000001
2021,MINNESOTA,27,DOUGLAS,41,SOYBEANS,37.200000000000003
2021,MINNESOTA,27,GRANT,51,SOYBEANS,46.700000000000003
2021,MINNESOTA,27,OTTER TAIL,111,SOYBEANS,27.600000000000001
2021,MINNESOTA,27,POPE,121,SOYBEANS,37.5
2021,MINNESOTA,27,STEVENS,149,SOYBEANS,45.700000000000003
2021,MINNESOTA,27,SWIFT,151,SOYBEANS,50.200000000000003
2021,MINNESOTA,27,TRAVERSE,155,SOYBEANS,46.600000000000001
2021,MINNESOTA,27,WILKIN,167,SOYBEANS,35.799999999999997
2021,NEBRASKA,31,DAWSON,47,SOYBEANS,73.799999999999997
2021,NEBRASKA,31,GREELEY,77,SOYBEANS,64.200000000000003
2021,NEBRASKA,31,HOWARD,93,SOYBEANS,70.299999999999997
2021,NEBRASKA,31,SHERMAN,163,SOYBEANS,69.400000000000006
2021,NEBRASKA,31,VALLEY,175,SOYBEANS,68.900000000000006
2021,NEBRASKA,31,BUTLER,23,SOYBEANS,62.200000000000003
2021,NEBRASKA,31,COLFAX,37,SOYBEANS,68.700000000000003
2021,NEBRASKA,31,DODGE,53,SOYBEANS,64
2021,NEBRASKA,31,DOUGLAS,55,SOYBEANS,59
2021,NEBRASKA,31,LANCASTER,109,SOYBEANS,55.5
2021,NEBRASKA,31,NANCE,125,SOYBEANS,67.5
2021,NEBRASKA,31,PLATTE,141,SOYBEANS,64.900000000000006
2021,NEBRASKA,31,SARPY,153,SOYBEANS,61.399999999999999
2021,NEBRASKA,31,SAUNDERS,155,SOYBEANS,62.399999999999999
2021,NEBRASKA,31,SEWARD,159,SOYBEANS,67
2021,NEBRASKA,31,WASHINGTON,177,SOYBEANS,63.600000000000001
2021,NEBRASKA,31,YORK,185,SOYBEANS,69.299999999999997
2021,NEBRASKA,31,BOYD,15,SOYBEANS,42
2021,NEBRASKA,31,BROWN,17,SOYBEANS,74.599999999999994
2021,NEBRASKA,31,GARFIELD,71,SOYBEANS,58.5
2021,NEBRASKA,31,LOGAN,113,SOYBEANS,66
2021,NEBRASKA,31,BURT,21,SOYBEANS,64.700000000000003
2021,NEBRASKA,31,CEDAR,27,SOYBEANS,61.299999999999997
2021,NEBRASKA,31,CUMING,39,SOYBEANS,66.700000000000003
2021,NEBRASKA,31,DAKOTA,43,SOYBEANS,58.600000000000001
2021,NEBRASKA,31,KNOX,107,SOYBEANS,52.700000000000003
2021,NEBRASKA,31,MADISON,119,SOYBEANS,61.799999999999997
2021,NEBRASKA,31,PIERCE,139,SOYBEANS,56.200000000000003
2021,NEBRASKA,31,THURSTON,173,SOYBEANS,60.700000000000003
2021,NEBRASKA,31,SHERIDAN,161,SOYBEANS,51.700000000000003
2021,NEBRASKA,31,ADAMS,1,SOYBEANS,71.099999999999994
2021,NEBRASKA,31,FRANKLIN,61,SOYBEANS,71.400000000000006
2021,NEBRASKA,31,FURNAS,65,SOYBEANS,51.600000000000001
2021,NEBRASKA,31,GOSPER,73,SOYBEANS,75.5
2021,NEBRASKA,31,HARLAN,83,SOYBEANS,71.700000000000003
2021,NEBRASKA,31,PHELPS,137,SOYBEANS,72.900000000000006
2021,NEBRASKA,31,CLAY,35,SOYBEANS,70
2021,NEBRASKA,31,GAGE,67,SOYBEANS,51.200000000000003
2021,NEBRASKA,31,NEMAHA,127,SOYBEANS,62.200000000000003
2021,NEBRASKA,31,OTOE,131,SOYBEANS,58.700000000000003
2021,NEBRASKA,31,PAWNEE,133,SOYBEANS,48.899999999999999
2021,NEBRASKA,31,RICHARDSON,147,SOYBEANS,58.899999999999999
2021,NEBRASKA,31,THAYER,169,SOYBEANS,59.600000000000001
2021,NEBRASKA,31,CHASE,29,SOYBEANS,66.700000000000003
2021,NEBRASKA,31,KEITH,101,SOYBEANS,61.5
2021,NEBRASKA,31,LINCOLN,111,SOYBEANS,66.700000000000003
2021,NEBRASKA,31,PERKINS,135,SOYBEANS,56.200000000000003
2020,ILLINOIS,17,DE WITT,39,SOYBEANS,66.400000000000006
2020,ILLINOIS,17,LOGAN,107,SOYBEANS,68.700000000000003
2020,ILLINOIS,17,MACON,115,SOYBEANS,66.200000000000003
2020,ILLINOIS,17,MARSHALL,123,SOYBEANS,63.100000000000001
2020,ILLINOIS,17,MASON,125,SOYBEANS,61.200000000000003
2020,ILLINOIS,17,MCLEAN,113,SOYBEANS,63.899999999999999
2020,ILLINOIS,17,MENARD,129,SOYBEANS,67.299999999999997
2020,ILLINOIS,17,PEORIA,143,SOYBEANS,65.200000000000003
2020,ILLINOIS,17,STARK,175,SOYBEANS,63
2020,ILLINOIS,17,TAZEWELL,179,SOYBEANS,63.799999999999997
2020,ILLINOIS,17,WOODFORD,203,SOYBEANS,63.299999999999997
2020,ILLINOIS,17,CHAMPAIGN,19,SOYBEANS,66.099999999999994
2020,ILLINOIS,17,FORD,53,SOYBEANS,56.299999999999997
2020,ILLINOIS,17,IROQUOIS,75,SOYBEANS,60
2020,ILLINOIS,17,KANKAKEE,91,SOYBEANS,54.799999999999997
2020,ILLINOIS,17,LIVINGSTON,105,SOYBEANS,56
2020,ILLINOIS,17,PIATT,147,SOYBEANS,71.700000000000003
2020,ILLINOIS,17,VERMILION,183,SOYBEANS,61.799999999999997
2020,ILLINOIS,17,CLARK,23,SOYBEANS,58.399999999999999
2020,ILLINOIS,17,CLAY,25,SOYBEANS,52.399999999999999
2020,ILLINOIS,17,COLES,29,SOYBEANS,66.599999999999994
2020,ILLINOIS,17,CRAWFORD,33,SOYBEANS,56.299999999999997
2020,ILLINOIS,17,CUMBERLAND,35,SOYBEANS,56.5
2020,ILLINOIS,17,DOUGLAS,41,SOYBEANS,67.099999999999994
2020,ILLINOIS,17,EDGAR,45,SOYBEANS,61
2020,ILLINOIS,17,EFFINGHAM,49,SOYBEANS,57.899999999999999
2020,ILLINOIS,17,FAYETTE,51,SOYBEANS,54.399999999999999
2020,ILLINOIS,17,JASPER,79,SOYBEANS,54.5
2020,ILLINOIS,17,LAWRENCE,101,SOYBEANS,57.899999999999999
2020,ILLINOIS,17,MARION,121,SOYBEANS,54.899999999999999
2020,ILLINOIS,17,MOULTRIE,139,SOYBEANS,65
2020,ILLINOIS,17,RICHLAND,159,SOYBEANS,54
2020,ILLINOIS,17,SHELBY,173,SOYBEANS,60.399999999999999
2020,ILLINOIS,17,BOONE,7,SOYBEANS,53
2020,ILLINOIS,17,DE KALB,37,SOYBEANS,59
2020,ILLINOIS,17,GRUNDY,63,SOYBEANS,56.200000000000003
2020,ILLINOIS,17,KANE,89,SOYBEANS,56
2020,ILLINOIS,17,KENDALL,93,SOYBEANS,57.5
2020,ILLINOIS,17,LA SALLE,99,SOYBEANS,59.299999999999997
2020,ILLINOIS,17,LAKE,97,SOYBEANS,51.799999999999997
2020,ILLINOIS,17,MCHENRY,111,SOYBEANS,52.5
2020,ILLINOIS,17,WILL,197,SOYBEANS,54.5
2020,ILLINOIS,17,BUREAU,11,SOYBEANS,64.799999999999997
2020,ILLINOIS,17,CARROLL,15,SOYBEANS,68.099999999999994
2020,ILLINOIS,17,HENRY,73,SOYBEANS,62.299999999999997
2020,ILLINOIS,17,JO DAVIESS,85,SOYBEANS,59.100000000000001
2020,ILLINOIS,17,LEE,103,SOYBEANS,64.700000000000003
2020,ILLINOIS,17,MERCER,131,SOYBEANS,59.399999999999999
2020,ILLINOIS,17,OGLE,141,SOYBEANS,61.899999999999999
